🐼央视,#genre#
湖南卫视,http://61.141.202.118:9901/tsfile/live/0128_1.m3u8?key=tvbox6_com&playlive=1&authid=0
东方卫视,http://61.141.202.118:9901/tsfile/live/0107_1.m3u8?key=tvbox6_com&playlive=1&authid=0
浙江卫视,http://61.141.202.118:9901/tsfile/live/0124_1.m3u8?key=tvbox6_com&playlive=1&authid=0
江苏卫视,http://61.141.202.118:9901/tsfile/live/0127_1.m3u8?key=tvbox6_com&playlive=1&authid=0
北京卫视,http://61.141.202.118:9901/tsfile/live/0122_1.m3u8?key=tvbox6_com&playlive=1&authid=0
天津卫视,http://61.141.202.118:9901/tsfile/live/0135_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山东卫视,http://61.141.202.118:9901/tsfile/live/0131_1.m3u8?key=tvbox6_com&playlive=1&authid=0
辽宁卫视,http://61.141.202.118:9901/tsfile/live/0121_1.m3u8?key=tvbox6_com&playlive=1&authid=0
深圳卫视,http://61.141.202.118:9901/tsfile/live/0126_1.m3u8?key=tvbox6_com&playlive=1&authid=0
深圳都市,http://61.141.202.118:9901/tsfile/live/0126_2.m3u8?key=tvbox6_com&playlive=1&authid=0
深圳电视剧,http://61.141.202.118:9901/tsfile/live/0126_3.m3u8?key=tvbox6_com&playlive=1&authid=0
广东卫视,http://61.141.202.118:9901/tsfile/live/0125_2.m3u8?key=tvbox6_com&playlive=1&authid=0
广东珠江,http://61.141.202.118:9901/tsfile/live/0125_3.m3u8?key=txiptv&playlive=0&authid=0
3️⃣深圳酒店👉电信,#genre#
中央1台,http://59.48.75.130:3052/tsfile/live/0001_1.m3u8?key=tvbox6_com&playlive=1&authid=0
中央2台,http://59.48.75.130:3052/tsfile/live/0002_1.m3u8?key=tvbox6_com&playlive=1&authid=0
中央3台,http://59.48.75.130:3052/tsfile/live/0003_1.m3u8?key=tvbox6_com&playlive=1&authid=0
中央4台,http://59.48.75.130:3052/tsfile/live/0004_1.m3u8?key=tvbox6_com&playlive=1&authid=0
中央5台,http://59.48.75.130:3052/tsfile/live/0005_1.m3u8?key=tvbox6_com&playlive=1&authid=0
中央6台,http://59.48.75.130:3052/tsfile/live/0006_1.m3u8?key=tvbox6_com&playlive=1&authid=0
中央7台,http://59.48.75.130:3052/tsfile/live/0007_1.m3u8?key=tvbox6_com&playlive=1&authid=0
中央8台,http://59.48.75.130:3052/tsfile/live/0008_1.m3u8?key=tvbox6_com&playlive=1&authid=0
中央9台,http://59.48.75.130:3052/tsfile/live/0009_1.m3u8?key=tvbox6_com&playlive=1&authid=0
中央10台,http://59.48.75.130:3052/tsfile/live/0010_1.m3u8?key=tvbox6_com&playlive=1&authid=0
中央11台,http://59.48.75.130:3052/tsfile/live/0011_1.m3u8?key=tvbox6_com&playlive=1&authid=0
中央12台,http://59.48.75.130:3052/tsfile/live/0012_1.m3u8?key=tvbox6_com&playlive=1&authid=0
中央13台,http://59.48.75.130:3052/tsfile/live/0013_1.m3u8?key=tvbox6_com&playlive=1&authid=0
中央14台,http://59.48.75.130:3052/tsfile/live/0014_1.m3u8?key=tvbox6_com&playlive=1&authid=0
中央15台,http://59.48.75.130:3052/tsfile/live/0015_1.m3u8?key=tvbox6_com&playlive=1&authid=0
东方卫视,http://59.48.75.130:3052/tsfile/live/0016_1.m3u8?key=tvbox6_com&playlive=1&authid=0
江苏卫视,http://59.48.75.130:3052/tsfile/live/0017_1.m3u8?key=tvbox6_com&playlive=1&authid=0
北京卫视,http://59.48.75.130:3052/tsfile/live/0018_1.m3u8?key=tvbox6_com&playlive=1&authid=0
浙江卫视,http://59.48.75.130:3052/tsfile/live/0019_1.m3u8?key=tvbox6_com&playlive=1&authid=0
辽宁卫视,http://59.48.75.130:3052/tsfile/live/0121_1.m3u8?key=tvbox6_com&playlive=1&authid=0
安徽卫视,http://59.48.75.130:3052/tsfile/live/0130_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山东卫视,http://59.48.75.130:3052/tsfile/live/0131_1.m3u8?key=tvbox6_com&playlive=1&authid=0
广东卫视,http://59.48.75.130:3052/tsfile/live/0125_1.m3u8?key=tvbox6_com&playlive=1&authid=0
广西卫视,http://59.48.75.130:3052/tsfile/live/0113_1.m3u8?key=tvbox6_com&playlive=1&authid=0
旅游卫视,http://59.48.75.130:3052/tsfile/live/0114_1.m3u8?key=tvbox6_com&playlive=1&authid=0
重庆卫视,http://59.48.75.130:3052/tsfile/live/0142_1.m3u8?key=tvbox6_com&playlive=1&authid=0
四川卫视,http://59.48.75.130:3052/tsfile/live/0123_1.m3u8?key=tvbox6_com&playlive=1&authid=0
河南卫视,http://59.48.75.130:3052/tsfile/live/0139_1.m3u8?key=tvbox6_com&playlive=1&authid=0
东南卫视,http://59.48.75.130:3052/tsfile/live/0137_1.m3u8?key=tvbox6_com&playlive=1&authid=0
天津卫视,http://59.48.75.130:3052/tsfile/live/0135_1.m3u8?key=tvbox6_com&playlive=1&authid=0
江西卫视,http://59.48.75.130:3052/tsfile/live/0138_1.m3u8?key=tvbox6_com&playlive=1&authid=0
湖北卫视,http://59.48.75.130:3052/tsfile/live/0132_1.m3u8?key=tvbox6_com&playlive=1&authid=0
吉林卫视,http://59.48.75.130:3052/tsfile/live/0116_1.m3u8?key=tvbox6_com&playlive=1&authid=0
黑龙江卫视,http://59.48.75.130:3052/tsfile/live/0143_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山西卫视,http://59.48.75.130:3052/tsfile/live/0118_1.m3u8?key=tvbox6_com&playlive=1&authid=0
贵州卫视,http://59.48.75.130:3052/tsfile/live/0120_1.m3u8?key=tvbox6_com&playlive=1&authid=0
青海卫视,http://59.48.75.130:3052/tsfile/live/0140_1.m3u8?key=tvbox6_com&playlive=1&authid=0
云南卫视,http://59.48.75.130:3052/tsfile/live/0119_1.m3u8?key=tvbox6_com&playlive=1&authid=0
宁夏卫视,http://59.48.75.130:3052/tsfile/live/0112_1.m3u8?key=tvbox6_com&playlive=1&authid=0
陕西卫视,http://59.48.75.130:3052/tsfile/live/0136_1.m3u8?key=tvbox6_com&playlive=1&authid=0
新疆卫视,http://59.48.75.130:3052/tsfile/live/0110_1.m3u8?key=tvbox6_com&playlive=1&authid=0
西藏卫视,http://59.48.75.130:3052/tsfile/live/0111_1.m3u8?key=tvbox6_com&playlive=1&authid=0
内蒙古卫视,http://59.48.75.130:3052/tsfile/live/0109_1.m3u8?key=tvbox6_com&playlive=1&authid=0
甘肃卫视,http://59.48.75.130:3052/tsfile/live/0141_1.m3u8?key=tvbox6_com&playlive=1&authid=0
河北卫视,http://59.48.75.130:3052/tsfile/live/0117_1.m3u8?key=tvbox6_com&playlive=1&authid=0
深圳卫视,http://59.48.75.130:3052/tsfile/live/0126_1.m3u8?key=tvbox6_com&playlive=1&authid=0
厦门卫视,http://59.48.75.130:3052/tsfile/live/0129_1.m3u8?key=tvbox6_com&playlive=1&authid=0
金鹰卡通,http://59.48.75.130:3052/tsfile/live/1000_1.m3u8?key=tvbox6_com&playlive=1&authid=0
经典电影,http://59.48.75.130:3052/tsfile/live/1001_1.m3u8?key=tvbox6_com&playlive=1&authid=0
湖南卫视,http://59.48.75.130:3052/tsfile/live/0128_1.m3u8?key=tvbox6_com&playlive=1&authid=0
电视剧轮播,http://59.48.75.130:3052/tsfile/live/1002_1.m3u8?key=tvbox6_com&playlive=1&authid=0
1️⃣湖北酒店👉联通,#genre#
CCTV1-综合,http://58.19.182.187:9901/tsfile/live/0001_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV2-财经,http://58.19.182.187:9901/tsfile/live/0002_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV3-综艺,http://58.19.182.187:9901/tsfile/live/0003_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV4-国际,http://58.19.182.187:9901/tsfile/live/0004_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV5-体育,http://58.19.182.187:9901/tsfile/live/0005_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV6-电影,http://58.19.182.187:9901/tsfile/live/0006_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV7-军农,http://58.19.182.187:9901/tsfile/live/0007_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV8-电视剧,http://58.19.182.187:9901/tsfile/live/0008_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV9-纪录,http://58.19.182.187:9901/tsfile/live/0009_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV10-科教,http://58.19.182.187:9901/tsfile/live/0010_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV11-戏曲,http://58.19.182.187:9901/tsfile/live/0011_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV12-社会与法,http://58.19.182.187:9901/tsfile/live/0012_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV13-新闻,http://58.19.182.187:9901/tsfile/live/0013_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV14-少儿,http://58.19.182.187:9901/tsfile/live/0014_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV15-音乐,http://58.19.182.187:9901/tsfile/live/0015_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV5+体育赛事,http://58.19.182.187:9901/tsfile/live/0016_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV17,http://58.19.182.187:9901/tsfile/live/0019_1.m3u8?key=tvbox6_com&playlive=1&authid=0
北京卫视,http://58.19.182.187:9901/tsfile/live/0122_1.m3u8?key=tvbox6_com&playlive=1&authid=0
江苏卫视,http://58.19.182.187:9901/tsfile/live/0127_1.m3u8?key=tvbox6_com&playlive=1&authid=0
浙江卫视,http://58.19.182.187:9901/tsfile/live/0124_1.m3u8?key=tvbox6_com&playlive=1&authid=0
河南卫视,http://58.19.182.187:9901/tsfile/live/0139_1.m3u8?key=tvbox6_com&playlive=1&authid=0
深圳卫视,http://58.19.182.187:9901/tsfile/live/0126_1.m3u8?key=tvbox6_com&playlive=1&authid=0
黑龙江卫视,http://58.19.182.187:9901/tsfile/live/0143_1.m3u8?key=tvbox6_com&playlive=1&authid=0
宁夏卫视,http://58.19.182.187:9901/tsfile/live/0112_1.m3u8?key=tvbox6_com&playlive=1&authid=0
辽宁卫视,http://58.19.182.187:9901/tsfile/live/0121_1.m3u8?key=tvbox6_com&playlive=1&authid=0
安徽卫视,http://58.19.182.187:9901/tsfile/live/0130_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山东卫视,http://58.19.182.187:9901/tsfile/live/0131_1.m3u8?key=tvbox6_com&playlive=1&authid=0
广西卫视,http://58.19.182.187:9901/tsfile/live/0113_1.m3u8?key=tvbox6_com&playlive=1&authid=0
天津卫视,http://58.19.182.187:9901/tsfile/live/0114_1.m3u8?key=tvbox6_com&playlive=1&authid=0
重庆卫视,http://58.19.182.187:9901/tsfile/live/0142_1.m3u8?key=tvbox6_com&playlive=1&authid=0
东南卫视,http://58.19.182.187:9901/tsfile/live/0137_1.m3u8?key=tvbox6_com&playlive=1&authid=0
四川卫视,http://58.19.182.187:9901/tsfile/live/0123_1.m3u8?key=tvbox6_com&playlive=1&authid=0
吉林卫视,http://58.19.182.187:9901/tsfile/live/0116_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山西卫视,http://58.19.182.187:9901/tsfile/live/0118_1.m3u8?key=tvbox6_com&playlive=1&authid=0
云南卫视,http://58.19.182.187:9901/tsfile/live/0119_1.m3u8?key=tvbox6_com&playlive=1&authid=0
贵州卫视,http://58.19.182.187:9901/tsfile/live/0120_1.m3u8?key=tvbox6_com&playlive=1&authid=0
湖南卫视,http://58.19.182.187:9901/tsfile/live/0128_1.m3u8?key=tvbox6_com&playlive=1&authid=0
东方卫视,http://58.19.182.187:9901/tsfile/live/0107_1.m3u8?key=tvbox6_com&playlive=1&authid=0
金鹰纪实,http://58.19.182.187:9901/tsfile/live/1004_1.m3u8?key=tvbox6_com&playlive=1&authid=0
海南卫视,http://58.19.182.187:9901/tsfile/live/1007_1.m3u8?key=tvbox6_com&playlive=1&authid=0
广东卫视,http://58.19.182.187:9901/tsfile/live/0125_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CHC家庭影院,http://58.19.182.187:9901/tsfile/live/1010_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CHC高清电影,http://58.19.182.187:9901/tsfile/live/1011_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CHC动作电影,http://58.19.182.187:9901/tsfile/live/1009_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTVNEWS,http://58.19.182.187:9901/tsfile/live/1000_1.m3u8?key=tvbox6_com&playlive=1&authid=0
湖北综合HD,http://58.19.182.187:9901/tsfile/live/1014_1.m3u8?key=tvbox6_com&playlive=1&authid=0
湖北经视HD,http://58.19.182.187:9901/tsfile/live/1016_1.m3u8?key=tvbox6_com&playlive=1&authid=0
湖北生活HD,http://58.19.182.187:9901/tsfile/live/1017_1.m3u8?key=tvbox6_com&playlive=1&authid=0
湖北公共HD,http://58.19.182.187:9901/tsfile/live/1018_1.m3u8?key=tvbox6_com&playlive=1&authid=0
襄阳综合,http://58.19.182.187:9901/tsfile/live/1019_1.m3u8?key=tvbox6_com&playlive=1&authid=0
襄阳经济,http://58.19.182.187:9901/tsfile/live/1020_1.m3u8?key=tvbox6_com&playlive=1&authid=0
中国教育,http://58.19.182.187:9901/tsfile/live/1002_1.m3u8?key=tvbox6_com&playlive=1&authid=0
襄阳公共高清,http://58.19.182.187:9901/tsfile/live/1003_1.m3u8?key=tvbox6_com&playlive=1&authid=0
孝昌,http://58.19.182.187:9901/tsfile/live/1001_1.m3u8?key=tvbox6_com&playlive=1&authid=0
湖北教育,http://58.19.182.187:9901/tsfile/live/1005_1.m3u8?key=tvbox6_com&playlive=1&authid=0
2️⃣山西酒店👉联通,#genre#
CCTV1-综合,http://61.134.236.93:9999/tsfile/live/0001_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV2-财经,http://61.134.236.93:9999/tsfile/live/0002_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV3-综艺,http://61.134.236.93:9999/tsfile/live/0003_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV4-国际,http://61.134.236.93:9999/tsfile/live/0004_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV5-体育,http://61.134.236.93:9999/tsfile/live/0005_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV6-电影,http://61.134.236.93:9999/tsfile/live/0006_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV7-军农,http://61.134.236.93:9999/tsfile/live/0007_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV8-电视剧,http://61.134.236.93:9999/tsfile/live/0008_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV9-纪录,http://61.134.236.93:9999/tsfile/live/0009_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV10-科教,http://61.134.236.93:9999/tsfile/live/0010_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV11-戏曲,http://61.134.236.93:9999/tsfile/live/0011_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV12-社会与法,http://61.134.236.93:9999/tsfile/live/0012_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV13-新闻,http://61.134.236.93:9999/tsfile/live/0013_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV14-少儿,http://61.134.236.93:9999/tsfile/live/0014_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV15-音乐,http://61.134.236.93:9999/tsfile/live/0015_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV5+体育高清,http://61.134.236.93:9999/tsfile/live/1000_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山西卫视,http://61.134.236.93:9999/tsfile/live/0118_1.m3u8?key=tvbox6_com&playlive=1&authid=0
北京卫视,http://61.134.236.93:9999/tsfile/live/0122_1.m3u8?key=tvbox6_com&playlive=1&authid=0
东方卫视,http://61.134.236.93:9999/tsfile/live/0107_1.m3u8?key=tvbox6_com&playlive=1&authid=0
湖南卫视,http://61.134.236.93:9999/tsfile/live/0128_1.m3u8?key=tvbox6_com&playlive=1&authid=0
浙江卫视,http://61.134.236.93:9999/tsfile/live/0124_1.m3u8?key=tvbox6_com&playlive=1&authid=0
江苏卫视,http://61.134.236.93:9999/tsfile/live/0127_1.m3u8?key=tvbox6_com&playlive=1&authid=0
天津卫视,http://61.134.236.93:9999/tsfile/live/0135_1.m3u8?key=tvbox6_com&playlive=1&authid=0
广东卫视,http://61.134.236.93:9999/tsfile/live/0125_1.m3u8?key=tvbox6_com&playlive=1&authid=0
深圳卫视,http://61.134.236.93:9999/tsfile/live/0126_1.m3u8?key=tvbox6_com&playlive=1&authid=0
重庆卫视,http://61.134.236.93:9999/tsfile/live/0142_1.m3u8?key=tvbox6_com&playlive=1&authid=0
河南卫视,http://61.134.236.93:9999/tsfile/live/0139_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山东卫视,http://61.134.236.93:9999/tsfile/live/0131_1.m3u8?key=tvbox6_com&playlive=1&authid=0
河北卫视,http://61.134.236.93:9999/tsfile/live/0117_1.m3u8?key=tvbox6_com&playlive=1&authid=0
东南卫视,http://61.134.236.93:9999/tsfile/live/0137_1.m3u8?key=tvbox6_com&playlive=1&authid=0
四川卫视,http://61.134.236.93:9999/tsfile/live/0123_1.m3u8?key=tvbox6_com&playlive=1&authid=0
贵州卫视,http://61.134.236.93:9999/tsfile/live/0120_1.m3u8?key=tvbox6_com&playlive=1&authid=0
安徽卫视,http://61.134.236.93:9999/tsfile/live/0130_1.m3u8?key=tvbox6_com&playlive=1&authid=0
云南卫视,http://61.134.236.93:9999/tsfile/live/0119_1.m3u8?key=tvbox6_com&playlive=1&authid=0
广西卫视,http://61.134.236.93:9999/tsfile/live/0113_1.m3u8?key=tvbox6_com&playlive=1&authid=0
江西卫视,http://61.134.236.93:9999/tsfile/live/0138_1.m3u8?key=tvbox6_com&playlive=1&authid=0
辽宁卫视,http://61.134.236.93:9999/tsfile/live/0121_1.m3u8?key=tvbox6_com&playlive=1&authid=0
吉林卫视,http://61.134.236.93:9999/tsfile/live/0116_1.m3u8?key=tvbox6_com&playlive=1&authid=0
黑龙江卫视,http://61.134.236.93:9999/tsfile/live/0143_1.m3u8?key=tvbox6_com&playlive=1&authid=0
海南卫视,http://61.134.236.93:9999/tsfile/live/1001_1.m3u8?key=tvbox6_com&playlive=1&authid=0
陕西卫视,http://61.134.236.93:9999/tsfile/live/0136_1.m3u8?key=tvbox6_com&playlive=1&authid=0
金鹰卡通,http://61.134.236.93:9999/tsfile/live/1002_1.m3u8?key=tvbox6_com&playlive=1&authid=0
黄河卫视,http://61.134.236.93:9999/tsfile/live/1003_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山西公共,http://61.134.236.93:9999/tsfile/live/1004_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山西影视,http://61.134.236.93:9999/tsfile/live/1005_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山西科教,http://61.134.236.93:9999/tsfile/live/1006_1.m3u8?key=tvbox6_com&playlive=1&authid=0
风云足球,http://61.134.236.93:9999/tsfile/live/1007_1.m3u8?key=tvbox6_com&playlive=1&authid=0
风云剧场,http://61.134.236.93:9999/tsfile/live/1008_1.m3u8?key=tvbox6_com&playlive=1&authid=0
3️⃣济南酒店👉联通,#genre#
CCTV1-综合,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV2-财经,http://124.128.73.58:9901/tsfile/live/0002_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV3-综艺,http://124.128.73.58:9901/tsfile/live/0003_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV4-国际,http://124.128.73.58:9901/tsfile/live/0004_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV5-体育,http://124.128.73.58:9901/tsfile/live/0005_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV6-电影,http://124.128.73.58:9901/tsfile/live/0006_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV7-军农,http://124.128.73.58:9901/tsfile/live/0007_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV8-电视剧,http://124.128.73.58:9901/tsfile/live/0008_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV9-纪录,http://124.128.73.58:9901/tsfile/live/0009_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV10-科教,http://124.128.73.58:9901/tsfile/live/0010_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV11-戏曲,http://124.128.73.58:9901/tsfile/live/0011_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV12-社会与法,http://124.128.73.58:9901/tsfile/live/0012_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV13-新闻,http://124.128.73.58:9901/tsfile/live/0013_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV14-少儿,http://124.128.73.58:9901/tsfile/live/0014_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV15-音乐,http://124.128.73.58:9901/tsfile/live/0015_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山东卫视,http://124.128.73.58:9901/tsfile/live/0107_1.m3u8?key=tvbox6_com&playlive=1&authid=0
浙江卫视,http://124.128.73.58:9901/tsfile/live/0124_1.m3u8?key=tvbox6_com&playlive=1&authid=0
湖南卫视,http://124.128.73.58:9901/tsfile/live/0128_1.m3u8?key=tvbox6_com&playlive=1&authid=0
江苏卫视,http://124.128.73.58:9901/tsfile/live/0127_1.m3u8?key=tvbox6_com&playlive=1&authid=0
上海卫视,http://124.128.73.58:9901/tsfile/live/0107_2.m3u8?key=tvbox6_com&playlive=1&authid=0
天津卫视,http://124.128.73.58:9901/tsfile/live/0135_1.m3u8?key=tvbox6_com&playlive=1&authid=0
北京卫视,http://124.128.73.58:9901/tsfile/live/0122_1.m3u8?key=tvbox6_com&playlive=1&authid=0
广东卫视,http://124.128.73.58:9901/tsfile/live/0125_1.m3u8?key=tvbox6_com&playlive=1&authid=0
湖北卫视,http://124.128.73.58:9901/tsfile/live/0132_1.m3u8?key=tvbox6_com&playlive=1&authid=0
旅游卫视,http://124.128.73.58:9901/tsfile/live/0114_1.m3u8?key=tvbox6_com&playlive=1&authid=0
吉林卫视,http://124.128.73.58:9901/tsfile/live/0116_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山西卫视,http://124.128.73.58:9901/tsfile/live/0118_1.m3u8?key=tvbox6_com&playlive=1&authid=0
云南卫视,http://124.128.73.58:9901/tsfile/live/0119_1.m3u8?key=tvbox6_com&playlive=1&authid=0
宁夏卫视,http://124.128.73.58:9901/tsfile/live/0112_1.m3u8?key=tvbox6_com&playlive=1&authid=0
广西卫视,http://124.128.73.58:9901/tsfile/live/0113_1.m3u8?key=tvbox6_com&playlive=1&authid=0
辽宁卫视,http://124.128.73.58:9901/tsfile/live/0121_1.m3u8?key=tvbox6_com&playlive=1&authid=0
四川卫视,http://124.128.73.58:9901/tsfile/live/0123_1.m3u8?key=tvbox6_com&playlive=1&authid=0
东南卫视,http://124.128.73.58:9901/tsfile/live/0137_1.m3u8?key=tvbox6_com&playlive=1&authid=0
陕西卫视,http://124.128.73.58:9901/tsfile/live/0136_1.m3u8?key=tvbox6_com&playlive=1&authid=0
重庆卫视,http://124.128.73.58:9901/tsfile/live/0142_1.m3u8?key=tvbox6_com&playlive=1&authid=0
河南卫视,http://124.128.73.58:9901/tsfile/live/0139_1.m3u8?key=tvbox6_com&playlive=1&authid=0
江西卫视,http://124.128.73.58:9901/tsfile/live/0138_1.m3u8?key=tvbox6_com&playlive=1&authid=0
安徽卫视,http://124.128.73.58:9901/tsfile/live/0130_1.m3u8?key=tvbox6_com&playlive=1&authid=0
深圳卫视,http://124.128.73.58:9901/tsfile/live/0126_1.m3u8?key=tvbox6_com&playlive=1&authid=0
甘肃卫视,http://124.128.73.58:9901/tsfile/live/0141_1.m3u8?key=tvbox6_com&playlive=1&authid=0
青海卫视,http://124.128.73.58:9901/tsfile/live/0140_1.m3u8?key=tvbox6_com&playlive=1&authid=0
黑龙江卫视,http://124.128.73.58:9901/tsfile/live/0143_1.m3u8?key=tvbox6_com&playlive=1&authid=0
厦门卫视,http://124.128.73.58:9901/tsfile/live/0129_1.m3u8?key=tvbox6_com&playlive=1&authid=0
河北卫视,http://124.128.73.58:9901/tsfile/live/0117_1.m3u8?key=tvbox6_com&playlive=1&authid=0
贵州卫视,http://124.128.73.58:9901/tsfile/live/0120_1.m3u8?key=tvbox6_com&playlive=1&authid=0
西藏卫视,http://124.128.73.58:9901/tsfile/live/0111_1.m3u8?key=tvbox6_com&playlive=1&authid=0
兵团卫视,http://124.128.73.58:9901/tsfile/live/0115_1.m3u8?key=tvbox6_com&playlive=1&authid=0
内蒙古卫视,http://124.128.73.58:9901/tsfile/live/0109_1.m3u8?key=tvbox6_com&playlive=1&authid=0
新疆卫视,http://124.128.73.58:9901/tsfile/live/0110_1.m3u8?key=tvbox6_com&playlive=1&authid=0
齐鲁高清,http://124.128.73.58:9901/tsfile/live/1000_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山东体育,http://124.128.73.58:9901/tsfile/live/1001_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山东综艺,http://124.128.73.58:9901/tsfile/live/1002_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山东影视,http://124.128.73.58:9901/tsfile/live/1009_1.m3u8?key=tvbox6_com&playlive=1&authid=0
济南综合,http://124.128.73.58:9901/tsfile/live/1003_1.m3u8?key=tvbox6_com&playlive=1&authid=0
济南都市,http://124.128.73.58:9901/tsfile/live/1004_1.m3u8?key=tvbox6_com&playlive=1&authid=0
济南影视,http://124.128.73.58:9901/tsfile/live/1005_1.m3u8?key=tvbox6_com&playlive=1&authid=0
 海看大片,http://124.128.73.58:9901/tsfile/live/1006_1.m3u8?key=tvbox6_com&playlive=1&authid=0
 
 🐼4K-频道👉全网,#genre#
「4K」华数4K,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000459/index.m3u8?IAS
「4K」欢乐剧场,http://[2409:8087:7000:20::14]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226582/1.m3u8?icpid=88888888&from=20&ocs=2_2409:8087:7001:20:2::2_80&hms_devid=623&prioritypopid=20&online=1707066312&vqe=3
「4K」苏州4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
「4K」电影4K,http://zteres.sn.chinamobile.com:6060/000000001000/6000000003000004748/1.m3u8?channel-id=wasusyt&Contentid=6000000003000004748&livemode=1&stbId=3
「4K」Love4K NaTURe,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
「4K」Fashion,http://fash2043.cloudycdn.services//slive/_definst_/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/chunklist_b10668000_t64NGs=.m3u8
「8K」北京8K,http://49.7.69.235/downflv.brtvcloud.com/8klive/8kliveok.m3u8

🐼美国酒店👉全网,#genre#
CCTV-1,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0001_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-2,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0002_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-4,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0004_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-5,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0005_1.m3u8?key=tvbox6_com&playlive=1&authid=0
